row_index,token_count,sum_score,mean_score
552,2047,-49.6923828125,-0.024275712170249146
553,2047,-19.128662109375,-0.009344729901990718
554,2047,-88.38720703125,-0.043178899380190525
555,2047,-65.869140625,-0.0321783784196385
556,2047,-75.400146484375,-0.036834463353383
557,2047,-110.3486328125,-0.053907490382266735
558,2047,-34.13671875,-0.016676462506106497
559,2017,-70.81005859375,-0.03510662300136341
560,2047,-83.134765625,-0.040612977833414755
561,2046,-32.938232421875,-0.01609884282594086
562,2047,-45.197265625,-0.022079758488031266
563,2047,-124.92724609375,-0.06102943140876893
564,2019,-129.6962890625,-0.06423788462729074
565,1990,-74.5146484375,-0.037444546953517586
566,2047,-60.3115234375,-0.029463372465803616
567,2047,-109.47607421875,-0.05348122824560332
568,1995,-99.6103515625,-0.04993000078320802
569,2047,51.19482421875,0.02500968452308256
570,2020,-39.015625,-0.019314665841584158
571,2047,-82.67822265625,-0.040389947560454324
572,2047,-85.75048828125,-0.0418908101031998
573,2047,-90.375244140625,-0.0441500948415364
574,2047,-68.828125,-0.03362390083048363
575,1907,-112.28662109375,-0.05888129055781332
576,2047,-74.253173828125,-0.036274144517892036
577,2047,-33.6298828125,-0.016428863122862725
578,2046,-63.529296875,-0.031050487231182797
579,1950,-58.057861328125,-0.02977326221955128
580,2028,-43.03466796875,-0.021220250477687375
581,1853,-72.740966796875,-0.039255783484552075
582,1922,-72.8369140625,-0.03789641730619147
583,2015,-67.22021484375,-0.03335990811104218
584,2047,-57.14794921875,-0.027917903868466046
585,1911,-73.38525390625,-0.03840149340986394
586,2047,-106.74658203125,-0.05214781730886663
587,2028,-112.59619140625,-0.05552080444095168
588,2033,-95.89453125,-0.04716897749631087
589,1832,-36.15625,-0.019735944323144104
590,2017,-89.29296875,-0.044270187778879526
591,1826,-84.50244140625,-0.04627735016771632
592,2027,-55.888671875,-0.027572112419832265
593,1997,-94.24853515625,-0.047195060168377566
594,2023,-46.25634765625,-0.022865223754943154
595,2035,-37.1787109375,-0.018269636824324323
596,2047,-51.142578125,-0.02498416127259404
597,1936,-50.316162109375,-0.025989753155668906
598,1978,-46.94091796875,-0.023731505545374114
599,1978,-62.86669921875,-0.03178296219350354
600,1638,-25.420166015625,-0.015519026871565934
601,2040,-91.388427734375,-0.04479824888939951
602,2047,-59.7548828125,-0.029191442507327796
603,1943,-64.2392578125,-0.033061892852547604
604,2047,-37.93017578125,-0.01852964131961407
605,1983,-82.0615234375,-0.0413825130799294
606,1962,-85.06689453125,-0.04335723472540775
607,1907,-74.56689453125,-0.039101675160592556
608,2047,53.130859375,0.02595547600146556
609,2047,37.6826171875,0.01840870404860772
610,1977,-84.1005859375,-0.04253949718639353
611,1900,-74.10791015625,-0.039004163240131576
612,1906,-47.72412109375,-0.025038888296825813
613,1924,-61.20263671875,-0.03181010224467256
614,2047,-37.63037109375,-0.018383180798119198
